Date,Dividends
2021-12-31 00:00:00+01:00,14.549999999999999
2022-12-31 00:00:00+01:00,9.25
2023-12-31 00:00:00+01:00,9.75
2024-12-31 00:00:00+01:00,15.15
2025-12-31 00:00:00+01:00,21.7
